id,latitude,longitude
42089,12.975596,77.535388
53613,12.975596,77.535388
29671,12.975688,77.605768
43006,12.975688,77.605768
24857,12.975692,77.572844
42911,12.975692,77.572844
45715,12.975712,77.570977
21147,12.975778,77.572857
46468,12.975827,77.605642
45520,12.975864,77.594391
58157,12.975941,77.599049
57918,12.976032,77.574521
46290,12.976085,77.577815
43963,12.976318,77.573181
35837,12.976360,77.592910
37165,12.976360,77.592910
42813,12.976360,77.592910
43352,12.976360,77.592910
43472,12.976360,77.592910
45105,12.976360,77.592910
50617,12.976360,77.592910
55069,12.976360,77.592910
35027,12.976416,77.626674
37058,12.976416,77.626674
57926,12.976450,77.571217
14946,12.976580,77.571623
14947,12.976580,77.571623
17504,12.976664,77.571256
24846,12.976664,77.571256
38789,12.976664,77.571256
39357,12.976664,77.571256
39363,12.976664,77.571256
39369,12.976664,77.571256
43535,12.976664,77.571256
43635,12.976664,77.571256
45754,12.976664,77.571256
45814,12.976664,77.571256
50376,12.976664,77.571256
58023,12.976664,77.571256
58025,12.976664,77.571256
31299,12.976766,77.515761
36548,12.976906,77.579865
24956,12.977082,77.574747
27830,12.977082,77.574747
28054,12.977082,77.574747
28571,12.977082,77.574747
37050,12.977082,77.574747
37067,12.977082,77.574747
43590,12.977082,77.574747
45079,12.977082,77.574747
45165,12.977082,77.574747
55546,12.977273,77.636329
25730,12.977552,77.571953
14717,12.977587,77.572438
31427,12.977612,77.577273
47098,12.977740,77.596557
32826,12.977868,77.572391
27840,12.977874,77.592635
45893,12.977911,77.606636
46277,12.978020,77.590842
11918,12.978022,77.572384
58633,12.978125,77.569802
45166,12.978129,77.569530
43228,12.978130,77.569785
44233,12.978130,77.569785
44691,12.978130,77.569785
45625,12.978130,77.569785
38453,12.978248,77.568169
46550,12.978262,77.638526
36360,12.978270,77.638623
36362,12.978270,77.638623
46255,12.978282,77.638384
42427,12.978287,77.576841
43542,12.978347,77.606085
26783,12.978369,77.640836
32605,12.978369,77.640836
38085,12.978369,77.640836
38422,12.978369,77.640836
38703,12.978369,77.640836
41305,12.978369,77.640836
43691,12.978369,77.640836
43955,12.978369,77.640836
44289,12.978369,77.640836
46312,12.978369,77.640836
55118,12.978369,77.640836
115869,12.978369,77.640836
119391,12.978369,77.640836
119392,12.978369,77.640836
123798,12.978369,77.640836
150643,12.978369,77.640836
22183,12.978589,77.645831
32367,12.978662,77.597350
54795,12.979020,77.582144
39597,12.979064,77.572548
31529,12.979128,77.674662
24838,12.979325,77.664184
24839,12.979325,77.664184
48740,12.979325,77.664184
48743,12.979325,77.664184
46289,12.979795,77.548328
24863,12.979893,77.599686
43090,12.979893,77.599686
46043,12.980061,77.591550
55500,12.980156,77.605520
44650,12.980235,77.586061
33870,12.980270,77.577999
33871,12.980270,77.577999
45742,12.980327,77.601352
20289,12.980484,77.575173
31521,12.980635,77.600970
17505,12.980718,77.574680
37665,12.980974,77.588533
45891,12.981000,77.592272
155908,12.981070,77.584980
45834,12.981264,77.597270
41743,12.981613,77.645646
36997,12.981700,77.628415
45090,12.981799,77.557478
31849,12.982190,77.608349
43596,12.982190,77.608349
44953,12.982304,77.594649
13481,12.983020,77.609789
43953,12.983349,77.602768
46103,12.983349,77.602768
53485,12.983579,77.603224
46288,12.984211,77.600654
29408,12.984256,77.597010
46028,12.985037,77.549047
31655,12.985217,77.602994
39577,12.985303,77.602562
33265,12.985650,77.605693
33869,12.985650,77.605693
38451,12.985650,77.605693
42568,12.985650,77.605693
43696,12.985650,77.605693
45100,12.985650,77.605693
45326,12.985650,77.605693
31276,12.985789,77.527056
31403,12.985907,77.527176
43958,12.986195,77.669905
31606,12.986724,77.527935
42336,12.986765,77.573506
43371,12.986845,77.591372
30125,12.986929,77.606249
45940,12.987389,77.592322
51758,12.987692,77.594458
39449,12.987706,77.737399
42702,12.987706,77.737399
37534,12.987765,77.590604
43309,12.987791,77.579315
58213,12.987958,77.537466
35902,12.987966,77.689525
38331,12.987966,77.689525
43185,12.987966,77.689525
33544,12.988230,77.594713
33547,12.988230,77.594713
55086,12.988338,77.591975
43524,12.988539,77.592298
25444,12.988902,77.576120
34841,12.989016,77.576397
43784,12.989555,77.712657
44234,12.989555,77.712657
44285,12.989555,77.712657
33548,12.989619,77.592795
46284,12.989619,77.592795
48819,12.989619,77.592795
48821,12.989619,77.592795
48827,12.989619,77.592795
46151,12.989977,77.714309
43956,12.990340,77.710269
52326,12.990545,77.570805
36541,12.991327,77.570565
36542,12.991327,77.570565
43366,12.991498,77.504642
41107,12.991546,77.571156
34511,12.991630,77.571172
43319,12.991630,77.571172
45535,12.991630,77.571172
46165,12.991630,77.571172
47591,12.991630,77.571172
30070,12.991630,77.685127
20163,12.991717,77.592551
38770,12.991801,77.601848
45027,12.991841,77.504648
45324,12.991841,77.504648
43372,12.992067,77.504440
33269,12.992097,77.617783
48139,12.992513,77.555363
24855,12.992806,77.661174
31088,12.992893,77.660547
39898,12.992970,77.570680
34483,12.992980,77.589940
40915,12.992984,77.589680
33222,12.993287,77.588877
44295,12.993722,77.598039
48632,12.993722,77.598039
45460,12.993974,77.596972
46020,12.994158,77.586120
31629,12.994180,77.596475
36561,12.994307,77.589028
37779,12.994307,77.589028
45109,12.994538,77.608804
45110,12.994538,77.608804
12807,12.994546,77.596273
43954,12.994696,77.644577
43426,12.994809,77.566362
11932,12.994988,77.653267
12806,12.995310,77.599112
30214,12.995802,77.696397
44240,12.995802,77.696397
53478,12.995802,77.696397
41231,12.995992,77.696580
40397,12.996219,77.588716
42667,12.996556,77.761381
23744,12.996573,77.630323
23799,12.996573,77.630323
16477,12.996709,77.528177
44305,12.996859,77.571404
21012,12.996886,77.538135
14690,12.996962,77.669641
46056,12.997354,77.556432
12811,12.997963,77.602773
38699,12.998173,77.553045
45026,12.998173,77.553045
55559,12.998173,77.553045
45879,12.998266,77.550913
29973,12.998341,77.615267
30493,12.998341,77.615267
52098,12.998766,77.592107
44306,12.999982,77.569389
43681,13.000730,77.557643
