lat,lon,restaurants,shops,bus_stops,hospitals,police_stations,crowd_score,hospital_dist_m,police_dist_m
1437756.02912519,768803.457229976,0,0,0,0,0,0,781.5393828104719,1631.9392553061505
1438006.02912519,768803.457229976,0,0,1,0,0,2,1027.250830511202,1762.6770891728029
1438256.02912519,768803.457229976,0,0,0,0,0,0,1274.631213601854,1917.2468042430578
1438506.02912519,768803.457229976,0,0,0,0,0,0,1522.8674244957488,2090.36841156427
1438756.02912519,768803.457229976,0,0,0,0,0,0,1771.599744437918,2277.815814272796
1439006.02912519,768803.457229976,0,0,0,0,0,0,2020.6449753469005,2476.3379558203997
1439256.02912519,768803.457229976,0,0,0,0,0,0,2269.9001251810305,2683.478052662676
1439506.02912519,768803.457229976,0,0,0,0,0,0,2463.7898961676074,2897.3883493256094
1439756.02912519,768803.457229976,0,0,0,0,0,0,2222.1293583574356,3116.6751570372703
1440006.02912519,768803.457229976,0,0,0,0,0,0,1982.5380495946274,3340.2797520834697
1440251.5411095635,768810.3886320291,0,0,0,0,0,0,1747.7228583755034,3560.48526899732
1440492.4869558325,768852.0384627645,0,0,0,0,0,0,1507.5193135626137,3766.603226630792
1440746.7665611035,768882.7323640182,0,0,0,0,0,0,1261.239877437011,3993.343892733481
1441008.0993788785,768871.7162469593,0,0,0,0,0,0,1034.418220435091,4243.465387346573
1441252.9059303787,768877.1305405915,0,0,0,0,0,0,830.4124855942134,4474.115961906492
1441474.6926146885,768897.8363145905,0,0,0,0,0,0,657.4594043996555,4652.228660152134
1441810.6708974561,768851.970309736,0,0,0,0,0,0,557.2817118504952,4637.064067707127
1442001.8046111234,768809.0145886902,0,0,0,0,0,0,603.075593716609,4656.263543876263
1442226.010477819,768856.3154547978,0,0,0,0,0,0,638.4047267132539,4591.579627332729
1443406.1302393246,768926.1365205015,0,0,0,0,0,0,756.1019777181474,4609.844329632055
1425033.1169463596,769052.532058175,0,0,0,0,0,0,3296.8922814588495,3514.609929766571
1425256.02912519,769053.457229976,0,0,0,0,0,0,3074.1624008493172,3292.109789233142
1425502.603760219,769057.0609959994,0,0,0,0,0,0,2827.931787328584,3045.876319936077
1425737.583344507,769092.1836151935,0,0,0,0,0,0,2595.0499689267517,2809.0495953691684
1426314.6616900575,769110.8921622857,0,0,0,0,0,0,2020.8282639747235,2232.0510656435754
1426523.879074184,769082.4906561251,0,0,0,0,0,0,1809.9711101589994,2025.9443854270128
1426756.02912519,769053.457229976,0,0,0,0,0,0,1576.2707296472386,1798.3057743623679
1427006.02912519,769053.457229976,0,0,0,0,0,0,1327.0852412463205,1550.5020016310075
1427256.02912519,769053.457229976,0,0,0,0,0,0,1078.2768948303453,1303.537209295725
1427506.02912519,769053.457229976,0,0,0,0,0,0,830.1848506905784,1057.9990808007408
1427756.02912519,769053.457229976,0,0,0,0,0,0,583.7231455984119,815.177805102628
1428006.02912519,769053.457229976,0,0,0,0,0,0,342.4303361246947,578.5046697207066
1428256.02912519,769053.457229976,0,0,0,1,0,0,137.056045067841,360.30605302352274
1428506.02912519,769053.457229976,0,0,0,2,0,0,113.6563071129633,223.54697672327254
1428756.02912519,769053.457229976,0,0,2,0,0,4,162.56852549364515,308.42511207559136
1429006.02912519,769053.457229976,0,0,0,0,0,0,173.97935616923033,515.0522776530231
1429256.02912519,769053.457229976,0,0,1,0,0,2,195.18518021320853,748.6198285326756
1429506.02912519,769053.457229976,0,0,0,0,0,0,413.43160592371925,990.2446397880769
1429756.02912519,769053.457229976,0,0,0,0,0,0,394.4505087083105,1235.2073694670642
1430006.02912519,769053.457229976,0,0,0,0,0,0,463.6939219884565,1481.8535840434674
1430242.240984529,769069.9274942423,0,0,0,0,0,0,610.969838019789,1713.7467567560977
1430403.018119381,769093.9839021318,0,0,0,0,0,0,651.6323930134238,1871.003320799287
1431575.1483263825,769057.2742698548,0,0,2,0,0,4,612.7837471889043,3042.1755510468147
1431756.02912519,769053.457229976,0,0,0,0,0,0,501.43572720960384,3222.880642723145
1432006.02912519,769053.457229976,0,0,1,0,0,2,428.00557095016853,3472.335300082104
1432256.02912519,769053.457229976,0,0,0,0,0,0,489.8364512840334,3721.863140303926
1432506.02912519,769053.457229976,0,0,0,0,0,0,542.5810086630776,3899.8094213619456
1432756.02912519,769053.457229976,0,0,0,0,0,0,305.4403510317794,3767.8994596714424
1433006.02912519,769053.457229976,0,0,0,0,0,0,131.123854103632,3648.372123761679
1433256.02912519,769053.457229976,0,0,0,0,0,0,257.08582650851156,3542.481047047431
1433506.02912519,769053.457229976,0,0,1,0,0,2,489.8905788726075,3451.4815346368605
1433756.02912519,769053.457229976,0,0,0,0,0,0,734.0929344059323,3376.577794037652
1434006.02912519,769053.457229976,0,0,0,0,0,0,620.7775446208155,3216.715295395614
1434256.02912519,769053.457229976,0,0,0,0,0,0,531.8244836968572,2985.9775751531693
1434506.02912519,769053.457229976,0,0,0,0,0,0,552.5484621401176,2758.5987143843727
1434756.02912519,769053.457229976,0,0,0,0,0,0,672.891019829652,2535.48252896537
1435006.02912519,769053.457229976,0,0,0,0,0,0,851.6189559429554,2317.8603155440883
1435256.02912519,769053.457229976,0,0,0,0,0,0,1059.5883010279745,2107.4347510800076
1435506.02912519,769053.457229976,0,0,0,0,0,0,1088.477243937504,1906.59015463344
1435756.02912519,769053.457229976,0,0,1,0,0,2,841.8371816078026,1718.688687758978
1436006.02912519,769053.457229976,0,0,0,0,0,0,597.9941221324437,1548.4494157434367
1436256.02912519,769053.457229976,0,0,0,0,0,0,362.6349402257534,1402.3196428780789
